Filename,Wrong Sectors,Accuracy
baboon.tiff,76/762,0.9002624671916011
couple.jpg,12/21,0.4285714285714286
female.png,36/67,0.4626865671641791
house.jpg,14/19,0.26315789473684215
jellybeans.png,37/61,0.39344262295081966
sailboat.tiff,43/729,0.9410150891632373
tree.jpg,16/34,0.5294117647058824
