Filename,Wrong Sectors,Accuracy
gcc.exe,1/877,0.9988597491448119
g++.exe,1/753,0.99867197875166
ls.exe,0/106,1.0
mv.exe,0/95,1.0
rm.exe,0/49,1.0
whoami.exe,1/27,0.962962962962963
